transaction_id,transaction_date,customer_id,product_id,category,quantity,unit_price,total_amount,discount_applied,payment_method,store_location,salesperson_id,profit,profit_margin_pct,data_quality_flag,is_outlier
20638,2024-03-18,1174,P372,Clothing,2,4273.36,8119.38,5.0,Credit Card,Store B (Delhi),EMP003,3926.92,48.36,CLEAN,0
20639,2024-04-10,32,P052,Food,7,256.36,1615.07,10.0,Net Banking,Store A (Mumbai),EMP038,922.89,57.14,CLEAN,0
20640,2024-06-15,2435,P247,Books,1,1833.34,1741.67,5.0,Debit Card,Online,ONLINE,1033.47,59.34,CLEAN,0
20641,2024-04-05,1767,P354,Electronics,1,19500.15,17550.14,10.0,Debit Card,Store C (Bangalore),EMP025,8465.61,48.24,CLEAN,0
20642,2024-01-18,113,P002,Electronics,1,49827.23,44844.51,10.0,Debit Card,Store B (Delhi),EMP004,25455.49,56.76,CLEAN,0
20643,2024-06-14,2030,P274,Clothing,1,1245.57,1245.57,0.0,Cash,Online,ONLINE,457.96,36.77,CLEAN,0
20644,2024-02-04,1263,P387,Electronics,2,99478.17,198956.34,0.0,Cash,Store B (Delhi),EMP001,59691.88,30.0,CLEAN,1
20645,2024-03-27,42,P065,Clothing,2,3755.26,6383.94,15.0,Credit Card,Store A (Mumbai),EMP032,2942.51,46.09,CLEAN,0
20646,2024-05-23,657,P025,Electronics,1,109621.89,109621.89,0.0,Cash,Store A (Mumbai),EMP035,43698.95,39.86,CLEAN,1
20647,2024-02-04,995,P333,Home & Garden,1,676.97,643.12,5.0,Cash,Online,ONLINE,290.2,45.12,CLEAN,0
20648,2024-01-30,1833,P154,Clothing,2,1630.85,3098.62,5.0,Credit Card,Online,ONLINE,1112.75,35.91,CLEAN,0
20649,2024-06-11,837,P031,Books,4,1671.22,317532.0,5.0,Debit Card,Store A (Mumbai),EMP005,2556.34,40.25,CLEAN,1
20650,2024-02-18,582,P130,Food,9,994.11,8946.99,0.0,Credit Card,Store C (Bangalore),EMP011,3934.8,43.98,CLEAN,0
20651,2024-02-02,1572,P194,Books,1,850.51,807.98,5.0,UPI,Store B (Delhi),EMP024,283.04,35.03,CLEAN,0
20652,2024-04-17,663,P010,Electronics,1,115216.27,103694.64,10.0,Cash,Online,ONLINE,52261.7,50.4,CLEAN,1
20653,2024-06-23,2084,P123,Clothing,3,4174.87,11898.38,5.0,Net Banking,Store C (Bangalore),EMP003,4806.61,40.4,CLEAN,0
20654,2024-06-17,2459,P070,Food,7,161.26,1128.82,0.0,Net Banking,Store C (Bangalore),EMP023,561.54,49.75,CLEAN,0
20655,2024-02-02,900,P224,Books,1,1225.56,1103.0,10.0,Credit Card,Store A (Mumbai),EMP007,556.73,50.47,CLEAN,0
20656,2024-05-02,940,P087,Books,4,1834.72,6604.99,10.0,Net Banking,Store B (Delhi),EMP033,2237.04,33.87,CLEAN,0
20657,2024-05-08,1480,P234,Home & Garden,3,7925.82,23777.46,0.0,Net Banking,Online,ONLINE,13978.17,58.79,CLEAN,0
20658,2024-03-28,206,P265,Food,2,780.64,1561.28,0.0,Credit Card,Store B (Delhi),EMP011,502.08,32.16,CLEAN,0
20659,2024-01-26,1562,P317,Home & Garden,6,5335.91,28813.91,10.0,Net Banking,Store C (Bangalore),EMP002,16863.66,58.53,CLEAN,0
20660,2024-04-08,724,P236,Electronics,1,127931.36,127931.36,0.0,Debit Card,Store A (Mumbai),EMP022,58741.8,45.92,CLEAN,1
20661,2024-04-30,280,P144,Clothing,3,935.86,2807.58,0.0,Debit Card,Store C (Bangalore),EMP002,1307.4,46.57,CLEAN,0
20662,2024-06-05,751,P229,Electronics,2,15859.59,28547.26,10.0,Cash,Store A (Mumbai),EMP009,11275.09,39.5,CLEAN,0
20663,2024-03-09,338,P256,Food,10,408.59,3677.31,10.0,Cash,Store C (Bangalore),EMP041,2007.63,54.6,CLEAN,0
20664,2024-03-13,538,P290,Books,1,1107.17,1107.17,0.0,Net Banking,Store B (Delhi),EMP034,340.64,30.77,CLEAN,0
20665,2024-01-21,1544,P191,Food,6,389.75,2104.65,10.0,Cash,Store B (Delhi),EMP003,647.51,30.77,CLEAN,0
20666,2024-03-19,2344,P325,Home & Garden,5,4254.31,21271.55,0.0,Credit Card,Store C (Bangalore),EMP035,7010.1,32.96,CLEAN,0
20667,2024-04-25,346,P204,Clothing,3,3596.44,10789.32,0.0,Net Banking,Store A (Mumbai),EMP019,3907.68,36.22,CLEAN,0
20668,2024-05-10,1897,P354,Electronics,2,19500.15,37050.29,5.0,Net Banking,Store B (Delhi),EMP036,17871.84,48.24,CLEAN,0
20669,2024-03-13,479,P231,Electronics,2,96320.28,173376.5,10.0,Debit Card,Store B (Delhi),EMP034,94344.77,54.42,CLEAN,1
20670,2024-05-15,2131,P093,Books,1,1387.76,1387.76,0.0,UPI,Online,ONLINE,504.75,36.37,CLEAN,0
20671,2024-01-28,1266,P064,Electronics,1,25442.68,22898.41,10.0,UPI,Store B (Delhi),EMP032,11200.8,48.92,CLEAN,0
20672,2024-01-21,297,P214,Home & Garden,2,3487.8,6278.04,10.0,Net Banking,Store C (Bangalore),EMP019,3696.07,58.87,CLEAN,0
20673,2024-05-27,484,P036,Clothing,2,3860.97,6563.65,15.0,Credit Card,Store C (Bangalore),EMP012,2781.93,42.38,CLEAN,0
20674,2024-04-17,1506,P161,Electronics,1,41134.55,37021.1,10.0,Debit Card,Store C (Bangalore),EMP022,11276.52,30.46,CLEAN,0
20675,2024-04-26,814,P045,Electronics,2,51531.58,97910.0,5.0,Debit Card,Online,ONLINE,52344.96,53.46,CLEAN,1
20676,2024-04-20,256,P378,Electronics,2,37655.58,67780.04,10.0,Credit Card,Store A (Mumbai),EMP042,37546.92,55.4,CLEAN,0
20677,2024-03-24,2299,P064,Electronics,2,25442.68,50885.36,0.0,Cash,Store B (Delhi),EMP047,24890.66,48.92,CLEAN,0
20678,2024-05-04,734,P044,Clothing,2,1362.37,2588.5,5.0,UPI,Store C (Bangalore),EMP045,938.62,36.26,CLEAN,0
20679,2024-05-19,2245,P008,Electronics,1,21421.45,19279.3,10.0,Net Banking,Store C (Bangalore),EMP049,10492.26,54.42,CLEAN,0
20680,2024-04-24,1399,P361,Books,4,605.15,2420.6,0.0,Debit Card,Online,ONLINE,1285.88,53.12,CLEAN,0
20681,2024-02-24,1334,P002,Electronics,2,49827.23,99654.46,0.0,Net Banking,Store A (Mumbai),EMP014,56567.76,56.76,CLEAN,1
20682,2024-05-20,2280,P187,Food,9,80.86,727.74,0.0,Cash,Store A (Mumbai),EMP010,400.86,55.08,CLEAN,0
20683,2024-06-24,2390,P084,Food,7,579.83,3855.87,5.0,UPI,Store B (Delhi),EMP030,1398.36,36.27,CLEAN,0
20684,2024-03-08,2290,P078,Books,4,346.23,1107.94,20.0,UPI,Store A (Mumbai),EMP015,655.39,59.15,CLEAN,0
20685,2024-02-12,283,P056,Electronics,1,81966.32,77868.0,5.0,Net Banking,Store B (Delhi),EMP001,38024.1,48.83,CLEAN,0
20686,2024-06-03,2478,P391,Home & Garden,3,6905.17,19679.73,5.0,Debit Card,Store C (Bangalore),EMP022,6147.02,31.24,CLEAN,0
20687,2024-02-02,979,P119,Clothing,2,2079.48,3951.01,5.0,UPI,Store C (Bangalore),EMP037,1625.74,41.15,CLEAN,0
20688,2024-05-20,32,P184,Food,2,584.3,1110.17,5.0,Debit Card,Online,ONLINE,665.55,59.95,CLEAN,0
20689,2024-06-04,890,P029,Home & Garden,4,5652.2,21478.36,5.0,UPI,Store B (Delhi),EMP030,6460.84,30.08,CLEAN,0
20690,2024-06-24,2447,P360,Home & Garden,4,749.7,2698.92,10.0,UPI,Store C (Bangalore),EMP015,1295.42,48.0,CLEAN,0
20691,2024-06-02,2296,P041,Electronics,1,22251.73,22251.73,0.0,Net Banking,Store A (Mumbai),EMP047,9919.68,44.58,CLEAN,0
20692,2024-05-11,1739,P157,Clothing,4,1593.66,5737.18,10.0,Debit Card,Store A (Mumbai),EMP030,3245.58,56.57,CLEAN,0
20693,2024-06-10,2395,P335,Clothing,2,3901.1,7802.2,0.0,UPI,Store C (Bangalore),EMP009,3084.18,39.53,CLEAN,0
20694,2024-02-03,1246,P262,Food,10,615.89,5850.95,5.0,Credit Card,Store A (Mumbai),EMP001,1784.95,30.51,CLEAN,0
20695,2024-05-21,2211,P077,Electronics,2,140321.04,280642.08,0.0,Debit Card,Store B (Delhi),EMP021,94125.22,33.54,CLEAN,1
20696,2024-04-15,1430,P339,Food,2,223.73,447.46,0.0,UPI,Store C (Bangalore),EMP015,186.76,41.74,CLEAN,0
20697,2024-01-26,77,P348,Electronics,1,106906.11,80179.58,25.0,Cash,Online,ONLINE,24166.01,30.14,CLEAN,1
20698,2024-03-27,1729,P188,Books,2,481.69,915.21,5.0,Debit Card,Store A (Mumbai),EMP036,367.27,40.13,CLEAN,0
20699,2024-06-07,965,P002,Electronics,1,49827.23,49827.23,0.0,Cash,Store C (Bangalore),EMP026,28283.88,56.76,CLEAN,0
20700,2024-02-04,298,P079,Clothing,1,591.28,532.15,10.0,Cash,Store A (Mumbai),EMP044,243.27,45.71,CLEAN,0
20701,2024-03-27,1418,P057,Clothing,3,4149.47,12448.41,0.0,Cash,Online,ONLINE,7003.53,56.26,CLEAN,0
20702,2024-04-21,2142,P387,Electronics,2,99478.17,169112.89,15.0,Debit Card,Store C (Bangalore),EMP033,50738.1,30.0,CLEAN,1
20703,2024-05-26,2346,P043,Electronics,2,12329.26,24658.52,0.0,UPI,Online,ONLINE,11773.68,47.75,CLEAN,0
20704,2024-04-27,2187,P007,Clothing,1,4929.94,4436.95,10.0,Debit Card,Store C (Bangalore),EMP049,1469.76,33.13,CLEAN,0
20705,2024-04-07,1401,P007,Clothing,2,4929.94,9859.88,0.0,Cash,Store B (Delhi),EMP026,3266.14,33.13,CLEAN,0
20706,2024-02-12,86,P249,Home & Garden,6,3606.31,21637.86,0.0,Credit Card,Store B (Delhi),EMP018,12059.16,55.73,CLEAN,0
20707,2024-01-25,925,P181,Home & Garden,2,6632.96,11939.33,10.0,Debit Card,Store A (Mumbai),EMP020,3600.9,30.16,CLEAN,0
20708,2024-02-07,1409,P123,Clothing,3,4174.87,12524.61,0.0,Credit Card,Store A (Mumbai),EMP020,5059.59,40.4,CLEAN,0
20709,2024-05-25,1225,P133,Electronics,1,96499.96,91674.96,5.0,Credit Card,Online,ONLINE,48747.16,53.17,CLEAN,1
20710,2024-04-15,2495,P394,Electronics,2,117122.09,210819.76,10.0,UPI,Store A (Mumbai),EMP028,69627.01,33.03,CLEAN,1
20711,2024-04-19,1203,P243,Food,5,196.35,981.75,0.0,Cash,Store B (Delhi),EMP008,347.95,35.44,CLEAN,0
20712,2024-06-23,2495,P288,Electronics,1,34098.36,34098.36,0.0,Net Banking,Store B (Delhi),EMP033,16136.77,47.32,CLEAN,0
20713,2024-03-04,1275,P363,Books,2,1367.13,2597.55,5.0,Credit Card,Store B (Delhi),EMP035,1550.55,59.69,CLEAN,0
20714,2024-03-19,1802,P105,Food,8,177.03,1345.43,5.0,Cash,Store A (Mumbai),EMP039,677.54,50.36,CLEAN,0
20715,2024-05-08,743,P314,Electronics,1,31734.02,31734.02,0.0,Debit Card,Store C (Bangalore),EMP020,17164.19,54.09,CLEAN,0
20716,2024-05-14,2151,P030,Home & Garden,6,201.08,1146.16,5.0,Cash,Store B (Delhi),EMP023,615.66,53.71,CLEAN,0
20717,2024-04-20,402,P106,Home & Garden,4,6413.2,24370.16,5.0,Net Banking,Store C (Bangalore),EMP023,8266.18,33.92,CLEAN,0
20718,2024-03-27,176,P134,Books,2,1446.11,2747.61,5.0,Net Banking,Store C (Bangalore),EMP007,1515.84,55.17,CLEAN,0
20719,2024-02-22,1205,P183,Electronics,2,55233.21,99419.78,10.0,Cash,Store B (Delhi),EMP022,59456.93,59.8,CLEAN,1
20720,2024-05-21,1884,P001,Clothing,4,1637.24,6548.96,0.0,UPI,Store A (Mumbai),EMP012,2811.2,42.93,CLEAN,0
20721,2024-06-30,648,P276,Electronics,2,27925.8,55851.6,0.0,Cash,Online,ONLINE,21278.24,38.1,CLEAN,0
20722,2024-04-01,967,P196,Books,2,1756.73,3513.46,0.0,Net Banking,Store C (Bangalore),EMP035,1268.46,36.1,CLEAN,0
20723,2024-05-20,287,P369,Home & Garden,5,5201.38,26006.9,0.0,Credit Card,Online,ONLINE,11686.85,44.94,CLEAN,0
20724,2024-01-29,504,P191,Food,7,389.75,2728.25,0.0,Credit Card,Store B (Delhi),EMP003,839.37,30.77,CLEAN,0
20725,2024-01-21,600,P240,Clothing,2,3086.79,6173.58,0.0,Debit Card,Store C (Bangalore),EMP006,3325.5,53.87,CLEAN,0
20726,2024-04-16,2191,P268,Books,4,1605.44,6421.76,0.0,Cash,Store A (Mumbai),EMP009,2075.84,32.33,CLEAN,0
20727,2024-01-20,1247,P374,Food,8,54.88,395.14,10.0,UPI,Store B (Delhi),EMP030,127.08,32.16,CLEAN,0
20728,2024-01-23,59,P210,Books,1,896.89,896.89,0.0,Cash,Store C (Bangalore),EMP035,509.75,56.84,CLEAN,0
20729,2024-05-11,76,P342,Home & Garden,6,5958.97,32178.44,10.0,Cash,Online,ONLINE,11799.76,36.67,CLEAN,0
20730,2024-02-04,1404,P184,Food,2,584.3,1110.17,5.0,Net Banking,Online,ONLINE,665.55,59.95,CLEAN,0
20731,2024-05-30,1956,P219,Home & Garden,2,1315.7,2631.4,0.0,Net Banking,Store B (Delhi),EMP014,1517.72,57.68,CLEAN,0
20732,2024-04-21,771,P019,Electronics,2,53353.52,106707.04,0.0,Debit Card,Store C (Bangalore),EMP025,58822.96,55.13,CLEAN,1
20733,2024-05-19,208,P171,Food,4,335.98,1276.72,5.0,Credit Card,Store C (Bangalore),EMP037,620.35,48.59,CLEAN,0
20734,2024-03-23,2408,P064,Electronics,2,25442.68,48341.09,5.0,UPI,Store C (Bangalore),EMP022,23646.13,48.92,CLEAN,0
20735,2024-02-18,1712,P341,Home & Garden,5,7087.98,33667.9,5.0,Debit Card,Store B (Delhi),EMP001,11059.9,32.85,CLEAN,0
20736,2024-02-03,1660,P158,Home & Garden,2,7598.41,15196.82,0.0,Net Banking,Store A (Mumbai),EMP020,6364.9,41.88,CLEAN,0
20737,2024-01-02,1046,P157,Clothing,1,1593.66,1593.66,0.0,Credit Card,Store B (Delhi),EMP013,901.55,56.57,CLEAN,0
20738,2024-03-21,1567,P336,Electronics,1,132237.67,125625.79,5.0,Credit Card,Store C (Bangalore),EMP022,62953.83,50.11,CLEAN,1
20739,2024-05-31,457,P321,Electronics,1,92654.11,83388.7,10.0,UPI,Store A (Mumbai),EMP007,48525.61,58.19,CLEAN,1
20740,2024-03-12,733,P060,Electronics,2,85410.38,170820.76,0.0,Debit Card,Online,ONLINE,60862.84,35.63,CLEAN,1
20741,2024-04-01,51,P151,Electronics,1,89046.07,80141.46,10.0,Debit Card,Store A (Mumbai),EMP038,44558.71,55.6,CLEAN,1
20742,2024-01-30,628,P163,Books,4,1855.31,6679.12,10.0,Credit Card,Online,ONLINE,3139.52,47.01,CLEAN,0
20743,2024-06-18,2263,P338,Food,7,589.74,4128.18,0.0,Net Banking,Store C (Bangalore),EMP031,1591.66,38.56,NEEDS_VALIDATION,0
20744,2024-06-22,1441,P240,Clothing,3,3086.79,8797.35,5.0,Debit Card,Store A (Mumbai),EMP004,4738.84,53.87,CLEAN,0
20745,2024-06-27,1907,P315,Clothing,3,2549.9,6884.73,10.0,Cash,Store C (Bangalore),EMP022,3711.5,53.91,CLEAN,0
20746,2024-03-02,339,P342,Home & Garden,3,5958.97,17876.91,0.0,Cash,Store B (Delhi),EMP008,6555.42,36.67,CLEAN,0
20747,2024-05-19,1532,P254,Food,10,633.59,5385.52,15.0,UPI,Online,ONLINE,3029.66,56.26,CLEAN,0
20748,2024-02-12,288,P226,Electronics,2,27981.06,50365.91,10.0,UPI,Store B (Delhi),EMP040,25406.19,50.44,CLEAN,0
20749,2024-03-22,930,P106,Home & Garden,3,6413.2,19239.6,0.0,Credit Card,Store A (Mumbai),EMP038,6525.93,33.92,CLEAN,0
20750,2024-01-06,310,P346,Clothing,2,3154.11,6308.22,0.0,Cash,Store A (Mumbai),EMP037,2857.42,45.3,CLEAN,0
20751,2024-06-23,1619,P254,Food,8,633.59,5068.72,0.0,Cash,Store B (Delhi),EMP034,2851.44,56.26,CLEAN,0
20752,2024-03-20,1758,P237,Home & Garden,5,3676.06,17461.28,5.0,Net Banking,Store B (Delhi),EMP002,6128.45,35.1,CLEAN,0
20753,2024-04-23,354,P067,Home & Garden,3,4910.08,14730.24,0.0,UPI,Store A (Mumbai),EMP038,7406.13,50.28,CLEAN,0
20754,2024-04-21,744,P085,Clothing,3,2319.34,6958.02,0.0,UPI,Store C (Bangalore),EMP013,3193.08,45.89,CLEAN,0
20755,2024-03-22,351,P137,Home & Garden,3,1735.54,4685.96,10.0,Cash,Store C (Bangalore),EMP018,2196.1,46.87,CLEAN,0
20756,2024-05-05,1705,P083,Clothing,2,3804.29,7228.15,5.0,Net Banking,Store A (Mumbai),EMP005,3401.72,47.06,CLEAN,0
20757,2024-05-21,1466,P277,Electronics,1,101580.77,91422.69,10.0,Debit Card,Store A (Mumbai),EMP012,40552.18,44.36,CLEAN,1
20758,2024-05-11,2075,P344,Food,9,928.26,8354.34,0.0,Credit Card,Online,ONLINE,2528.28,30.26,CLEAN,0
20759,2024-02-07,108,P180,Food,6,361.99,1954.75,10.0,Debit Card,Store B (Delhi),EMP035,750.33,38.39,CLEAN,0
20760,2024-04-27,668,P122,Food,2,683.62,1298.88,5.0,Cash,Online,ONLINE,418.19,32.2,CLEAN,0
20761,2024-02-02,1048,P229,Electronics,2,15859.59,31719.18,0.0,Credit Card,Store B (Delhi),EMP023,12527.88,39.5,CLEAN,0
20762,2024-02-01,300,P030,Home & Garden,2,201.08,361.94,10.0,Debit Card,Store B (Delhi),EMP048,194.42,53.71,CLEAN,0
20763,2024-03-29,1807,P076,Home & Garden,3,1869.91,5048.76,10.0,Credit Card,Store A (Mumbai),EMP038,2857.09,56.59,CLEAN,0
20764,2024-01-09,1857,P003,Clothing,3,1768.06,5304.18,0.0,Credit Card,Store C (Bangalore),EMP018,2519.88,47.51,CLEAN,0
20765,2024-03-03,723,P227,Home & Garden,1,5352.49,4817.24,10.0,Credit Card,Store B (Delhi),EMP039,1533.74,31.84,CLEAN,0
20766,2024-05-09,1560,P334,Home & Garden,6,5070.36,27379.94,10.0,Credit Card,Online,ONLINE,8681.26,31.71,CLEAN,0
20767,2024-05-12,2265,P122,Food,2,683.62,1367.24,0.0,Debit Card,Store C (Bangalore),EMP049,440.2,32.2,CLEAN,0
20768,2024-01-19,793,P352,Home & Garden,3,1519.52,4102.7,10.0,Cash,Store C (Bangalore),EMP004,2106.22,51.34,CLEAN,0
20769,2024-04-08,913,P214,Home & Garden,4,3487.8,12556.08,10.0,UPI,Store C (Bangalore),EMP033,7392.13,58.87,CLEAN,0
20770,2024-04-04,982,P021,Books,1,451.92,406.73,10.0,Debit Card,Online,ONLINE,223.82,55.03,CLEAN,0
20771,2024-01-27,394,P077,Electronics,2,140321.04,252577.87,10.0,UPI,Store B (Delhi),EMP045,84712.7,33.54,CLEAN,1
20772,2024-06-22,1457,P127,Books,3,485.19,1455.57,0.0,Cash,Online,ONLINE,705.78,48.49,CLEAN,0
20773,2024-04-28,23,P362,Food,6,351.94,2006.06,5.0,UPI,Store A (Mumbai),EMP038,718.54,35.82,CLEAN,0
20774,2024-02-16,780,P029,Home & Garden,4,5652.2,20347.92,10.0,UPI,Online,ONLINE,6120.79,30.08,CLEAN,0
20775,2024-04-05,1778,P085,Clothing,3,2319.34,6262.22,10.0,UPI,Store C (Bangalore),EMP006,2873.77,45.89,CLEAN,0
20776,2024-05-09,630,P370,Food,9,945.72,8085.91,5.0,Cash,Store C (Bangalore),EMP034,4848.88,59.97,CLEAN,0
20777,2024-06-02,1892,P132,Clothing,2,824.3,1648.6,0.0,Credit Card,Store A (Mumbai),EMP014,543.96,33.0,CLEAN,0
20778,2024-06-17,1184,P266,Clothing,3,2635.84,7512.14,5.0,Cash,Store C (Bangalore),EMP019,4371.87,58.2,CLEAN,0
20779,2024-03-24,1337,P267,Home & Garden,3,5300.86,14312.32,10.0,Net Banking,Store B (Delhi),EMP012,4340.9,30.33,CLEAN,0
20780,2024-06-07,575,P345,Electronics,1,88717.18,88717.18,0.0,Cash,Store B (Delhi),EMP020,42547.58,47.96,CLEAN,1
20781,2024-02-13,757,P009,Clothing,3,696.53,1985.11,5.0,Net Banking,Store C (Bangalore),EMP037,1053.47,53.07,CLEAN,0
20782,2024-04-13,1609,P298,Home & Garden,2,5623.21,10684.1,5.0,Credit Card,Online,ONLINE,4836.7,45.27,CLEAN,0
20783,2024-06-23,270,P035,Electronics,2,135575.06,271150.12,0.0,Credit Card,Online,ONLINE,152694.54,56.31,CLEAN,1
20784,2024-02-09,1224,P060,Electronics,2,85410.38,153738.68,10.0,Unknown,Store A (Mumbai),EMP037,54776.56,35.63,CLEAN,1
20785,2024-03-23,48,P385,Home & Garden,1,2970.2,2970.2,0.0,UPI,Store C (Bangalore),EMP022,951.17,32.02,CLEAN,0
20786,2024-01-19,340,P228,Electronics,1,24193.36,24193.36,0.0,Credit Card,Store C (Bangalore),EMP042,10771.06,44.52,CLEAN,0
20787,2024-06-10,2231,P086,Home & Garden,1,6837.13,5811.56,15.0,Net Banking,Store B (Delhi),EMP049,3443.01,59.24,CLEAN,0
20788,2024-05-19,1794,P131,Clothing,1,2652.6,2519.97,5.0,Net Banking,Online,ONLINE,1050.35,41.68,CLEAN,0
20789,2024-05-29,954,P165,Books,1,711.4,711.4,0.0,Debit Card,Store A (Mumbai),EMP004,331.22,46.56,CLEAN,0
20790,2024-04-15,2268,P154,Clothing,4,1630.85,6523.4,0.0,Debit Card,Store B (Delhi),EMP029,2342.64,35.91,CLEAN,0
20791,2024-06-21,2470,P386,Home & Garden,5,1196.98,5984.9,0.0,Debit Card,Store C (Bangalore),EMP043,2834.55,47.36,CLEAN,0
20792,2024-06-17,408,P054,Home & Garden,3,1383.24,4149.72,0.0,Cash,Store B (Delhi),EMP011,1798.62,43.34,CLEAN,0
20793,2024-05-31,1679,P316,Clothing,3,2623.02,7475.61,5.0,Credit Card,Store A (Mumbai),EMP043,3555.43,47.56,CLEAN,0
20794,2024-04-14,2482,P002,Electronics,2,49827.23,89689.01,10.0,UPI,Online,ONLINE,50910.98,56.76,CLEAN,1
20795,2024-01-13,324,P255,Electronics,2,82125.4,164250.8,0.0,Debit Card,Store B (Delhi),EMP013,53621.94,32.65,CLEAN,1
20796,2024-05-11,968,P169,Books,4,1957.49,7829.96,0.0,Credit Card,Store B (Delhi),EMP018,2857.68,36.5,CLEAN,0
20797,2024-04-12,622,P326,Electronics,2,144874.31,289748.62,0.0,Credit Card,Store C (Bangalore),EMP025,163141.0,56.3,CLEAN,1
20798,2024-03-31,530,P074,Electronics,2,145176.18,275834.74,5.0,Credit Card,Store B (Delhi),EMP039,144553.77,52.41,CLEAN,1
20799,2024-05-29,1948,P137,Home & Garden,6,1735.54,10413.24,0.0,Credit Card,Store B (Delhi),EMP028,4880.22,46.87,CLEAN,0
20800,2024-01-29,2178,P382,Electronics,2,5627.79,10692.8,5.0,Net Banking,Store B (Delhi),EMP024,4491.66,42.01,CLEAN,0
20801,2024-06-01,2037,P061,Books,4,739.01,2660.44,10.0,Cash,Store A (Mumbai),EMP025,1047.64,39.38,CLEAN,0
20802,2024-04-16,567,P298,Home & Garden,3,5623.21,16869.63,0.0,Credit Card,Store B (Delhi),EMP043,7636.89,45.27,CLEAN,0
20803,2024-05-23,1258,P158,Home & Garden,5,7598.41,34192.84,10.0,Net Banking,Store B (Delhi),EMP026,14321.02,41.88,CLEAN,0
20804,2024-01-22,1919,P343,Clothing,1,1674.29,1674.29,0.0,Net Banking,Store C (Bangalore),EMP022,521.35,31.14,CLEAN,0
20805,2024-01-06,2335,P113,Books,3,550.51,1651.53,0.0,UPI,Store A (Mumbai),EMP007,554.25,33.56,CLEAN,0
20806,2024-01-24,563,P177,Home & Garden,6,7100.14,40470.8,5.0,Credit Card,Store A (Mumbai),EMP015,24126.33,59.61,CLEAN,0
20807,2024-03-30,1820,P062,Home & Garden,5,7097.7,30165.22,15.0,Credit Card,Store A (Mumbai),EMP020,13307.81,44.12,CLEAN,0
20808,2024-01-06,1518,P216,Clothing,3,1093.46,3116.36,5.0,Credit Card,Online,ONLINE,1559.52,50.04,CLEAN,0
20809,2024-03-25,1179,P108,Food,8,153.77,1168.65,5.0,Credit Card,Store C (Bangalore),EMP020,611.5,52.32,CLEAN,0
20810,2024-04-18,582,P020,Home & Garden,6,5389.65,32337.9,0.0,UPI,Store A (Mumbai),EMP010,19269.9,59.59,CLEAN,0
20811,2024-05-12,1880,P127,Books,1,485.19,412.41,15.0,UPI,Online,ONLINE,199.97,48.49,NEEDS_VALIDATION,0
20812,2024-05-01,467,P018,Food,5,139.48,697.4,0.0,Net Banking,Store C (Bangalore),EMP011,232.45,33.33,CLEAN,0
20813,2024-06-15,623,P200,Books,1,1521.91,1521.91,0.0,Debit Card,Store C (Bangalore),EMP046,548.04,36.01,CLEAN,0
20814,2024-03-08,1776,P046,Food,8,128.94,773.64,25.0,Credit Card,Store B (Delhi),EMP025,376.92,48.72,CLEAN,0
20815,2024-02-11,1834,P367,Clothing,1,2010.58,2010.58,0.0,Credit Card,Store C (Bangalore),EMP034,1093.94,54.41,CLEAN,0
20816,2024-02-05,181,P152,Clothing,1,2843.45,2843.45,0.0,Cash,Store C (Bangalore),EMP019,1000.94,35.2,CLEAN,0
20817,2024-02-10,2317,P333,Home & Garden,1,676.97,676.97,0.0,Debit Card,Store C (Bangalore),EMP010,305.47,45.12,CLEAN,0
20818,2024-03-10,682,P202,Home & Garden,6,7112.07,40538.8,5.0,Cash,Online,ONLINE,14768.02,36.43,CLEAN,0
20819,2024-03-31,587,P332,Books,1,1703.62,1448.08,15.0,Credit Card,Store C (Bangalore),EMP038,767.28,52.99,CLEAN,0
20820,2024-02-04,1847,P002,Electronics,2,49827.23,99654.46,0.0,Cash,Store A (Mumbai),EMP047,56567.76,56.76,CLEAN,1
20821,2024-05-10,1283,P147,Books,2,1110.49,2220.98,0.0,Unknown,Store B (Delhi),EMP035,1210.08,54.48,CLEAN,0
20822,2024-02-29,1764,P299,Electronics,1,63587.29,57228.56,10.0,Credit Card,Store B (Delhi),EMP003,25106.72,43.87,CLEAN,0
20823,2024-04-24,1123,P269,Food,10,423.0,4230.0,0.0,Cash,Store B (Delhi),EMP024,2378.6,56.23,CLEAN,0
20824,2024-05-12,1639,P308,Food,6,629.66,3777.96,0.0,Credit Card,Store A (Mumbai),EMP042,1549.68,41.02,CLEAN,0
20825,2024-06-06,1403,P182,Electronics,1,80382.25,80382.25,0.0,Debit Card,Store B (Delhi),EMP039,36044.0,44.84,CLEAN,1
20826,2024-06-04,1576,P284,Food,7,66.14,416.68,10.0,Credit Card,Online,ONLINE,148.18,35.56,CLEAN,0
20827,2024-01-11,154,P197,Clothing,2,4219.26,8438.52,0.0,Cash,Store B (Delhi),EMP038,4557.46,54.01,CLEAN,0
20828,2024-01-04,2195,P325,Home & Garden,6,4254.31,24249.57,5.0,Cash,Online,ONLINE,7991.51,32.96,CLEAN,0
20829,2024-05-15,2075,P280,Food,8,999.32,7594.83,5.0,Credit Card,Store C (Bangalore),EMP004,4427.99,58.3,CLEAN,0
20830,2024-01-19,592,P168,Food,10,858.82,8158.79,5.0,Debit Card,Store C (Bangalore),EMP003,3803.32,46.62,NEEDS_VALIDATION,0
20831,2024-01-14,855,P030,Home & Garden,1,201.08,191.03,5.0,Cash,Store C (Bangalore),EMP034,102.61,53.71,CLEAN,0
